,ano,codigo,rdeser,total_matriculados,mat_mas,promedio_edad,municipal,particular,arancel,total_titulados,rmat_tit,clasif_inst_n3,area_ocde,modalidad,jornada,acreditada
15603,2012,I54S8C113J1V1,Alto,Medio Alto,Muy Bajo,Bajo,Medio Alto,Medio,Bajo,Medio Alto,Muy Bajo,Universidades Privadas,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15604,2012,I89S1C87J1V1,Medio,Medio Alto,Muy Bajo,Muy Bajo,Bajo,Alto,Medio Alto,Medio,Muy Bajo,Universidades Privadas CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
15605,2012,I89S1C86J1V1,Bajo,Medio,Medio,Bajo,Medio,Medio Alto,Medio Alto,Medio,Bajo,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15606,2012,I89S1C84J1V1,Bajo,Alto,Bajo,Muy Bajo,Muy Bajo,Alto,Alto,Alto,Bajo,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
15607,2012,I89S1C82J1V1,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Muy Bajo,Alto,Alto,Alto,Bajo,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
15608,2012,I89S1C81J1V1,Medio,Bajo,Bajo,Bajo,Bajo,Medio Alto,Medio,Bajo,Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15609,2012,I89S1C80J1V1,Bajo,Alto,Medio,Bajo,Bajo,Alto,Medio Alto,Alto,Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15610,2012,I89S1C7J1V1,Muy Bajo,Medio Alto,Bajo,Bajo,Bajo,Alto,Medio Alto,Medio Alto,Medio,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15611,2012,I89S1C78J1V1,Bajo,Medio,Bajo,Bajo,Medio,Medio,Medio,Medio,Medio,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15612,2012,I89S1C76J1V1,Medio,Bajo,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Muy Bajo,Medio Alto,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15613,2012,I89S1C75J1V1,Bajo,Medio,Medio Alto,Bajo,Bajo,Alto,Medio,Medio Alto,Medio Alto,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15614,2012,I89S1C74J1V1,Bajo,Medio Alto,Medio,Bajo,Bajo,Medio Alto,Medio Alto,Medio Alto,Medio,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15616,2012,I89S1C50J1V1,Medio,Alto,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Medio Alto,Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15617,2012,I89S1C48J1V1,Medio,Medio Alto,Alto,Medio,Bajo,Alto,Medio Alto,Medio,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15618,2012,I89S1C47J1V1,Bajo,Medio Alto,Alto,Bajo,Bajo,Medio Alto,Medio Alto,Medio Alto,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15619,2012,I89S1C46J1V1,Muy Bajo,Medio Alto,Alto,Medio,Medio,Medio Alto,Medio Alto,Medio Alto,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15620,2012,I89S1C45J1V1,Muy Bajo,Alto,Medio Alto,Bajo,Bajo,Alto,Alto,Alto,Medio Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15621,2012,I89S1C44J1V1,Bajo,Medio,Muy Bajo,Muy Bajo,Medio,Alto,Alto,Medio,Muy Bajo,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15622,2012,I89S1C42J1V1,Bajo,Alto,Alto,Muy Bajo,Medio,Medio Alto,Medio Alto,Alto,Alto,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15623,2012,I89S1C40J1V1,Muy Bajo,Medio,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Medio Alto,Bajo,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15624,2012,I89S1C38J1V1,Bajo,Alto,Medio,Bajo,Bajo,Alto,Alto,Alto,Medio,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
15625,2012,I89S1C37J1V1,Bajo,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Alto,Medio Alto,Medio Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15626,2012,I89S1C36J1V1,Medio Alto,Medio,Medio Alto,Muy Bajo,Bajo,Alto,Alto,Bajo,Medio Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15627,2012,I89S1C35J1V1,Medio,Medio Alto,Alto,Muy Bajo,Muy Bajo,Alto,Alto,Medio Alto,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15628,2012,I89S1C34J1V1,Bajo,Alto,Medio Alto,Muy Bajo,Muy Bajo,Alto,Alto,Alto,Medio Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15629,2012,I89S1C33J1V1,Medio,Alto,Alto,Muy Bajo,Medio,Alto,Alto,Medio Alto,Medio Alto,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15630,2012,I89S1C32J1V1,Medio,Alto,Alto,Bajo,Bajo,Alto,Alto,Alto,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15631,2012,I89S1C31J1V1,Medio,Medio Alto,Alto,Bajo,Bajo,Medio Alto,Alto,Medio Alto,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15632,2012,I89S1C30J1V1,Bajo,Medio Alto,Medio,Muy Bajo,Muy Bajo,Alto,Alto,Medio Alto,Bajo,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15633,2012,I89S1C2J1V1,Muy Bajo,Alto,Medio,Bajo,Muy Bajo,Alto,Alto,Alto,Medio,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15634,2012,I89S1C28J1V1,Bajo,Medio Alto,Medio,Bajo,Medio,Medio Alto,Medio Alto,Medio Alto,Bajo,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15635,2012,I89S1C27J1V1,Medio,Medio,Medio Alto,Bajo,Medio,Medio Alto,Medio,Medio,Medio,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15638,2012,I89S1C26J1V1,Medio,Medio,Medio,Medio,Bajo,Alto,Medio,Muy Bajo,Medio,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15639,2012,I89S1C25J1V1,Muy Bajo,Bajo,Medio,Bajo,Medio,Medio Alto,Medio,Medio,Bajo,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15641,2012,I89S1C244J1V1,Medio Alto,Muy Bajo,Muy Bajo,Alto,Muy Bajo,Bajo,Muy Bajo,Medio Alto,Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,no acreditado
15642,2012,I89S1C23J1V1,Bajo,Alto,Muy Bajo,Bajo,Medio,Medio Alto,Medio,Alto,Muy Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15644,2012,I89S1C230J2V1,Bajo,Muy Bajo,Medio,Alto,Muy Bajo,Alto,Bajo,Bajo,Medio,Universidades Privadas CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,acreditado
15645,2012,I89S1C226J1V1,Muy Bajo,Muy Bajo,Medio Alto,Alto,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Alto,Universidades Privadas CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15646,2012,I89S1C21J1V1,Muy Bajo,Alto,Muy Bajo,Bajo,Medio,Medio Alto,Medio Alto,Alto,Muy Bajo,Universidades Privadas CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15649,2012,I89S1C212J2V1,Muy Bajo,Muy Bajo,Medio,Medio Alto,Muy Bajo,Alto,Alto,Bajo,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,VESPERTINO,acreditado
15653,2012,I89S1C206J1V1,Medio,Muy Bajo,Medio Alto,Alto,Muy Bajo,Medio,Medio Alto,Muy Bajo,Alto,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15654,2012,I89S1C204J1V1,Medio,Muy Bajo,Medio,Alto,Muy Bajo,Medio Alto,Alto,Muy Bajo,Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15656,2012,I89S1C200J1V1,Muy Bajo,Bajo,Muy Bajo,Muy Bajo,Bajo,Alto,Muy Bajo,Medio,Muy Bajo,Universidades Privadas CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15657,2012,I89S1C1J1V1,Muy Bajo,Alto,Medio,Bajo,Muy Bajo,Alto,Alto,Alto,Medio,Universidades Privadas CRUCH,AGRICULTURA,PRESENCIAL,DIURNO,acreditado
15658,2012,I89S1C11J1V1,Medio,Alto,Medio,Muy Bajo,Muy Bajo,Alto,Alto,Alto,Medio,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
15659,2012,I89S1C118J1V1,Bajo,Muy Bajo,Bajo,Alto,Muy Bajo,Alto,Medio Alto,Bajo,Medio,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15660,2012,I89S1C10J1V1,Muy Bajo,Alto,Bajo,Bajo,Medio Alto,Medio Alto,Medio Alto,Alto,Medio,Universidades Privadas CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
15661,2012,I89S1C108J1V1,Medio,Medio Alto,Medio Alto,Bajo,Bajo,Alto,Alto,Medio,Medio Alto,Universidades Privadas CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15663,2012,I83S2C55J1V1,Muy Bajo,Medio,Medio Alto,Bajo,Medio Alto,Medio,Medio,Medio,Bajo,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15666,2012,I83S1C9J1V1,Bajo,Bajo,Medio,Bajo,Medio Alto,Medio,Medio Alto,Bajo,Medio Alto,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15667,2012,I83S1C95J1V1,Muy Bajo,Medio Alto,Muy Bajo,Bajo,Medio,Medio,Medio Alto,Medio Alto,Muy Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
15668,2012,I83S1C7J1V1,Muy Bajo,Bajo,Medio Alto,Medio,Medio,Medio,Medio Alto,Bajo,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15669,2012,I83S1C73J1V1,Medio Alto,Medio Alto,Medio,Muy Bajo,Bajo,Medio Alto,Medio Alto,Muy Bajo,Alto,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15670,2012,I83S1C68J1V1,Bajo,Medio Alto,Bajo,Bajo,Medio Alto,Bajo,Medio Alto,Bajo,Bajo,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15671,2012,I83S1C66J1V1,Bajo,Medio Alto,Muy Bajo,Muy Bajo,Bajo,Medio Alto,Medio Alto,Medio Alto,Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
15672,2012,I83S1C65J1V1,Bajo,Medio,Medio Alto,Muy Bajo,Medio,Medio,Medio,Bajo,Bajo,Universidades Estatales CRUCH,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
15673,2012,I83S1C60J4V1,Bajo,Medio,Medio,Alto,Muy Bajo,Bajo,Bajo,Medio,Medio,Universidades Estatales CRUCH,EDUCACI�N,NO PRESENCIAL,A DISTANCIA,no acreditado
15674,2012,I83S1C59J1V1,Muy Bajo,Medio Alto,Medio,Medio,Medio,Medio Alto,Medio Alto,Bajo,Medio,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15675,2012,I83S1C57J1V1,Bajo,Medio Alto,Medio,Medio,Medio,Muy Bajo,Medio,Bajo,Medio,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15676,2012,I83S1C56J1V1,Bajo,Medio Alto,Bajo,Bajo,Medio,Medio,Medio,Medio,Bajo,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15677,2012,I83S1C55J2V1,Alto,Muy Bajo,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Medio,Muy Bajo,Alto,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,VESPERTINO,acreditado
15678,2012,I83S1C55J1V1,Medio,Medio Alto,Medio,Medio,Medio Alto,Medio,Medio,Medio,Bajo,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15679,2012,I83S1C53J1V1,Muy Bajo,Muy Bajo,Medio Alto,Medio Alto,Muy Bajo,Medio,Medio,Bajo,Medio Alto,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15680,2012,I83S1C51J1V1,Medio Alto,Bajo,Medio Alto,Bajo,Medio Alto,Medio,Medio,Muy Bajo,Alto,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15681,2012,I83S1C48J1V1,Medio,Medio Alto,Medio Alto,Medio,Medio,Medio,Medio,Bajo,Medio,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15682,2012,I83S1C47J1V1,Bajo,Medio Alto,Alto,Bajo,Bajo,Medio,Medio,Medio Alto,Alto,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15684,2012,I83S1C42J1V1,Bajo,Medio Alto,Muy Bajo,Medio,Medio Alto,Bajo,Medio,Medio Alto,Muy Bajo,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15686,2012,I83S1C40J1V1,Bajo,Medio Alto,Bajo,Bajo,Medio,Medio,Medio,Medio Alto,Bajo,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15687,2012,I83S1C38J1V1,Bajo,Medio Alto,Bajo,Bajo,Medio,Medio,Medio,Medio,Bajo,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15690,2012,I83S1C24J1V1,Medio,Medio,Bajo,Medio,Medio,Medio Alto,Medio Alto,Muy Bajo,Medio,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15694,2012,I83S1C221J1V1,Medio Alto,Muy Bajo,Medio,Alto,Muy Bajo,Medio Alto,Medio,Muy Bajo,Alto,Universidades Estatales CRUCH,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
15695,2012,I83S1C21J1V1,Bajo,Medio,Alto,Bajo,Medio Alto,Bajo,Medio Alto,Medio,Medio Alto,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
15696,2012,I83S1C214J1V1,Muy Bajo,Muy Bajo,Bajo,Alto,Muy Bajo,Medio,Bajo,Muy Bajo,Bajo,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15697,2012,I83S1C20J1V1,Muy Bajo,Muy Bajo,Medio,Bajo,Medio Alto,Medio,Medio Alto,Bajo,Medio,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
15700,2012,I83S1C19J1V1,Medio Alto,Medio,Medio Alto,Muy Bajo,Medio Alto,Medio,Medio Alto,Bajo,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15701,2012,I83S1C18J1V1,Medio,Medio Alto,Medio,Bajo,Medio,Medio,Medio Alto,Bajo,Bajo,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15702,2012,I83S1C16J1V1,Bajo,Medio,Medio,Medio,Medio Alto,Bajo,Medio Alto,Medio,Medio,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15705,2012,I72S2C50J1V1,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Medio Alto,Medio,Medio Alto,Medio Alto,Muy Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
15706,2012,I72S2C46J1V1,Muy Bajo,Medio Alto,Medio,Medio,Muy Bajo,Alto,Alto,Medio Alto,Medio,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
15707,2012,I72S2C16J1V1,Muy Bajo,Medio Alto,Muy Bajo,Bajo,Medio,Medio Alto,Medio Alto,Medio Alto,Muy Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
15708,2012,I72S2C110J1V1,Muy Bajo,Medio,Bajo,Bajo,Medio Alto,Bajo,Medio Alto,Medio,Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
15709,2012,I72S1C83J1V1,Bajo,Alto,Bajo,Bajo,Medio Alto,Medio Alto,Medio,Alto,Bajo,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15710,2012,I72S1C82J1V1,Bajo,Medio,Medio Alto,Medio,Bajo,Alto,Medio Alto,Muy Bajo,Muy Bajo,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15711,2012,I72S1C81J1V1,Muy Bajo,Medio,Medio,Medio,Medio Alto,Medio,Medio,Medio Alto,Medio,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15712,2012,I72S1C80J1V1,Bajo,Alto,Medio,Bajo,Bajo,Alto,Medio Alto,Alto,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15713,2012,I72S1C78J1V1,Muy Bajo,Alto,Muy Bajo,Bajo,Bajo,Medio Alto,Medio Alto,Alto,Muy Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
15714,2012,I72S1C54J1V1,Muy Bajo,Medio Alto,Medio,Medio,Medio,Medio Alto,Medio,Alto,Medio,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15715,2012,I72S1C53J1V1,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Medio Alto,Medio Alto,Universidades Estatales CRUCH,EDUCACI�N,PRESENCIAL,DIURNO,acreditado
15716,2012,I72S1C51J1V1,Muy Bajo,Alto,Bajo,Medio,Muy Bajo,Alto,Alto,Alto,Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
15718,2012,I72S1C4J1V1,Bajo,Alto,Medio,Bajo,Bajo,Alto,Medio Alto,Alto,Medio,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
15719,2012,I72S1C46J1V1,Muy Bajo,Alto,Medio,Bajo,Muy Bajo,Alto,Alto,Alto,Medio,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,acreditado
15721,2012,I72S1C3J1V1,Medio,Medio,Bajo,Bajo,Bajo,Alto,Medio Alto,Medio,Bajo,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15723,2012,I72S1C37J1V1,Bajo,Medio,Medio,Bajo,Medio,Medio Alto,Medio Alto,Bajo,Muy Bajo,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
15725,2012,I72S1C36J1V1,Medio,Alto,Medio Alto,Medio,Medio,Medio Alto,Medio Alto,Medio Alto,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,acreditado
15727,2012,I72S1C367J1V1,Medio,Muy Bajo,Bajo,Alto,Muy Bajo,Alto,Muy Bajo,Muy Bajo,Alto,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
15731,2012,I72S1C34J1V1,Bajo,Alto,Medio,Muy Bajo,Medio,Medio Alto,Medio Alto,Medio Alto,Medio,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15732,2012,I72S1C338J2V1,Medio Alto,Muy Bajo,Medio Alto,Alto,Muy Bajo,Medio Alto,Muy Bajo,Muy Bajo,Bajo,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,VESPERTINO,no acreditado
15735,2012,I72S1C322J1V1,Alto,Muy Bajo,Bajo,Alto,Muy Bajo,Medio,Muy Bajo,Muy Bajo,Alto,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15737,2012,I72S1C317J2V1,Muy Bajo,Muy Bajo,Medio,Alto,Muy Bajo,Medio Alto,Muy Bajo,Bajo,Medio,Universidades Estatales CRUCH,SERVICIOS,PRESENCIAL,VESPERTINO,no acreditado
15738,2012,I72S1C315J1V1,Medio,Muy Bajo,Medio,Alto,Muy Bajo,Medio Alto,Muy Bajo,Bajo,Bajo,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,acreditado
15740,2012,I72S1C2J1V1,Muy Bajo,Alto,Bajo,Bajo,Medio Alto,Medio,Medio Alto,Alto,Bajo,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,acreditado
15741,2012,I72S1C237J1V1,Bajo,Alto,Bajo,Medio,Bajo,Alto,Medio Alto,Alto,Bajo,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15742,2012,I72S1C235J1V1,Medio Alto,Bajo,Medio Alto,Medio,Medio Alto,Medio Alto,Medio Alto,Muy Bajo,Medio,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
15743,2012,I72S1C1J1V1,Medio,Alto,Medio,Bajo,Bajo,Alto,Alto,Medio Alto,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15744,2012,I72S1C151J1V1,Medio,Bajo,Bajo,Muy Bajo,Medio,Alto,Medio Alto,Muy Bajo,Muy Bajo,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
15745,2012,I72S1C149J1V1,Medio,Medio Alto,Alto,Bajo,Medio,Medio Alto,Medio Alto,Medio,Medio Alto,Universidades Estatales CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
15746,2012,I72S1C148J1V1,Medio,Alto,Medio Alto,Bajo,Medio,Alto,Alto,Muy Bajo,Medio Alto,Universidades Estatales CRUCH,"INGENIER�A, INDUSTRIA Y CONSTRUCCI�N",PRESENCIAL,DIURNO,no acreditado
15747,2012,I72S1C147J1V1,Muy Bajo,Medio,Muy Bajo,Bajo,Medio,Medio Alto,Medio Alto,Medio,Bajo,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15748,2012,I72S1C11J1V1,Muy Bajo,Medio Alto,Muy Bajo,Bajo,Bajo,Medio Alto,Medio Alto,Alto,Bajo,Universidades Estatales CRUCH,SERVICIOS,PRESENCIAL,DIURNO,no acreditado
15749,2012,I72S1C114J1V1,Muy Bajo,Medio Alto,Bajo,Muy Bajo,Bajo,Alto,Medio Alto,Alto,Muy Bajo,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
15750,2012,I72S1C113J1V1,Bajo,Medio,Medio Alto,Bajo,Bajo,Alto,Alto,Medio,Medio,Universidades Estatales CRUCH,HUMANIDADES Y ARTES,PRESENCIAL,DIURNO,no acreditado
15751,2012,I72S1C112J1V1,Medio Alto,Alto,Medio,Medio,Bajo,Alto,Medio Alto,Medio Alto,Medio,Universidades Estatales CRUCH,"CIENCIAS SOCIALES, ENSE�ANZA COMERCIAL Y DERECHO",PRESENCIAL,DIURNO,no acreditado
15752,2012,I72S1C110J1V1,Muy Bajo,Medio Alto,Bajo,Bajo,Medio,Medio Alto,Medio Alto,Alto,Medio,Universidades Estatales CRUCH,SALUD Y SERVICIOS SOCIALES,PRESENCIAL,DIURNO,no acreditado
15753,2012,I88S1C44J1V1,Medio Alto,Muy Bajo,Medio,Alto,Medio,Alto,Alto,Muy Bajo,Medio,Universidades Privadas CRUCH,CIENCIAS,PRESENCIAL,DIURNO,no acreditado
